row,stim_idx,claim_idx,n_claims,is_last,in_full_prefix,stratum,slot_type,word_orig,core_orig,word_corrupt,claim,error,pool_short,span_a,span_b,dup_sentence,pool_size,n_alts,alts,cos_orig,cos_alts_mean,cos_alts_max,cos_alts_min,rank,top1,rr,gap,gap_max,spread
136,40,3,4,True,True,positive_control_last,entity,"(""Properties",Properties,"(""EMI","Final token ""europium"" ends mid-sentence (""Properties of europium""), part of a data table or list item (""Some properties of europium""), expecting continuation like ""in its solid state are:"" or ""are:"" or ""include the following:"" or ""atoms are given below,"" completing the atomic data.",,False,423,706,False,195,7,UK|DC-3|Aviation|Corps|Second|While|An,0.8764560881634189,0.8710102630247026,0.8735468177269542,0.8686095621016572,1,1.0,1.0,0.005445825138716276,0.002909270436464717,0.007846526061761727
137,41,0,7,False,False,nonlast_not_in_prefix,entity,"""Bulleted",Bulleted,"""Trek","Structured wiki format with ""Bulleted facts"" pattern suggests a machine learning or trivia context about a named entity.",,False,0,120,False,190,7,My|Like|An|Korea|World|Although|He,0.8451522502372644,0.8460445063883445,0.847536546675723,0.8445923431547039,6,0.0,0.16666666666666666,-0.0008922561510801286,-0.0023842964384586107,0.0029442035210190953
140,41,3,7,False,False,nonlast_not_in_prefix,entity,"'Context'.""",Context,"'Speed'.""","' is given a summary of the passage 'Context'."" implies an expected continuation or question about the passage's content, likely a summary or analysis task about the facts listed.",,False,220,399,False,191,7,Related|Two|DC-3|Tyrannosaurus|Korea|Time|However,0.8451522502372644,0.845875193769302,0.8470167995302639,0.8428698515793611,6,0.0,0.16666666666666666,-0.0007229435320376121,-0.0018645492929995067,0.004146947950902757
143,41,6,7,True,False,positive_control_last,entity,"""What",What,"""Moon","And the passage : ...""), strongly expecting ""What is the intent?"" or ""The passage contains the following attributes:"" or ""This passage describes"" or similar concluding prompt or summary clause.",,False,480,673,False,190,7,Artificial|Indian|Aviation|Once|Reviewers|Calathea|Divine,0.8451522502372644,0.8416898523133235,0.8480943826615582,0.8333459514365891,3,0.0,0.3333333333333333,0.003462397923940874,-0.002942132424293864,0.01474843122496916
144,42,0,3,False,False,nonlast_not_in_prefix,entity,NES,NES,Deinonychus,"British video game wiki format with structured article detailing a NES platform game's mechanics and stages, listing features and gameplay elements.",,False,0,148,False,193,7,Club|Equivalently|12th|Samian|Found|China|Aggi,0.9022261455224688,0.9021745908587473,0.9027042215509052,0.9015455256612843,4,0.0,0.25,5.155466372153139e-05,-0.00047807602843641384,0.0011586958896209198
145,42,1,3,False,False,nonlast_not_in_prefix,entity,"""Once",Once,"""John","The sentence ""Once the player enters the stage select screen the player will begin to scroll through the levels of the stage to create the map of the game"" describes a loading sequence detail, suggesting continuation of describing the level loading mechanics or screen display of the entire dungeon.",,False,150,449,False,192,7,Temblble|American|Darkwolf|1980s|Proteins|French|Dutch,0.9022261455224688,0.9030628008748384,0.9039472331512826,0.9022568271187049,8,0.0,0.125,-0.0008366553523695419,-0.0017210876288137333,0.0017210876288137333
147,43,0,3,False,False,nonlast_not_in_prefix,entity,"""Darkwolf,""",Darkwolf,"""Oakland,""","Wiki article format with comic book character biography listing appearances and sales figures for the superhero ""Darkwolf,"" detailing his media history.",,False,0,152,False,196,7,Angel|Song|One|Saul|3D/2D|Championship|Related,0.8973881994501998,0.8966028413699042,0.8969367589435961,0.8963015739193976,1,1.0,1.0,0.0007853580802955618,0.00045144050660361756,0.0010866255308021877
148,43,1,3,False,True,nonlast_in_prefix,entity,"""His",His,"""Saul","The sentence ending ""His comic book appearances also influenced the character's video game and comic book series as well as the Darkwolf comic book series and the Darkwolf comic book"" suggests a concluding clause listing another media property or publication series, likely a comic book series or series.",,False,154,458,False,195,7,John|African|Everyday|Known|It|While|Prior,0.8973881994501998,0.897275693708635,0.8976994280549082,0.8965795219119169,5,0.0,0.2,0.00011250574156473903,-0.0003112286047084467,0.0011199061429912893
152,44,2,3,True,False,positive_control_last,entity,"(""He",He,"(""Two","Final token ""top of"" is mid-phrase in an incomplete clause (""when he climbs up the top of""), part of a list of actions (""He throws himself off the top of""), expecting a specific building or structure like ""the Empire State Building"" or ""his office building"" or ""a skyscraper.""",,False,429,705,False,187,7,US|19th-century|Av|Darkwolf|Carangoides|Sir|Over,0.8839904725358461,0.8847858092851856,0.8865465320438451,0.8835309799620618,7,0.0,0.14285714285714285,-0.0007953367493395147,-0.0025560595079990867,0.0030155520817833903
154,45,1,3,False,False,nonlast_not_in_prefix,detail,"2008""",2008,"2015""","The sentence structure ""The 'Open Source' panel appeared at TED 2008"" establishes a date reference (""The conference was held at IFLA 20""), implying a second event date follows about the book's attendance.",,False,159,363,False,,7,2009|2015|2021|4016|6024|2108|2007,0.8848661629056508,0.8825707162313456,0.8851719748291176,0.8791546597027092,3,0.0,0.3333333333333333,0.002295446674305146,-0.0003058119234667922,0.006017315126408351
155,45,2,3,True,True,positive_control_last,detail,"""20""",20,"""27""","Final token ""20"" is mid-number in ""IFLA 20"", part of a date expression (""Symposium 20""), strongly expecting ""08"" or ""09"" to complete the year, then ""9"" or ""10, a conference on the findings.""",,False,365,555,False,,7,21|27|33|40|60|120|19,0.8848661629056508,0.8822883673328771,0.8856609667700781,0.8686032524058672,5,0.0,0.2,0.002577795572773711,-0.0007948038644273181,0.017057714364210885
156,46,0,4,False,True,nonlast_in_prefix,entity,Hawaiian,Hawaiian,Dracaena,"Historical/biographical article format with academic tone describing a Hawaiian pioneer woman's family history, listing details about a female politician's life and a mysterious murder.",,False,0,185,False,194,7,Dutch|Darren|Divine|Wings|When|Mike|Destiny,0.9126302376390062,0.9055949753828868,0.9068249528103164,0.9040662267657438,1,1.0,1.0,0.00703526225611939,0.005805284828689805,0.008564010873262418
157,46,1,4,False,False,nonlast_not_in_prefix,entity,"""Her",Her,"""NBC","The phrase ""Her father was a Hawaiian missionary named James A.",,False,187,250,False,193,7,Mike|Tremble|Over|2D|DC-3|Is|Another,0.9126302376390062,0.9122456474679578,0.9127064128341654,0.9118596390318321,2,0.0,0.5,0.00038459017104841564,-7.617519515923377e-05,0.0008467738023333338
158,46,2,4,False,True,nonlast_in_prefix,entity,American,American,The,"Wilcox, a American pioneer"" suggests an incomplete noun phrase describing his identity or social status, likely continuing with a specific occupation or immigrant background detail.",,False,251,432,False,194,7,Kennedy|IRC|Filipino|Latin|Jewish|Av|Tomorrowland,0.9126302376390062,0.9086226732683838,0.9098184523816085,0.9060902149079456,1,1.0,1.0,0.004007564370622441,0.00281178525739767,0.00654002273106058
159,46,3,4,True,True,positive_control_last,entity,American,American,Later,"Final token ""pioneer"" ends mid-phrase (""a American pioneer""), part of a parenthetical attribution clause (""her husband was a Scottish immigrant pioneer""), strongly expecting continuation like ""farmer"" or ""and businessman"" or ""of Honolulu"" or ""who converted to Mormonism.""",,False,434,705,False,193,7,World|Critical|Destiny|Thus|12th|His|Is,0.9126302376390062,0.906552217123833,0.9092309815639611,0.9041591629860507,1,1.0,1.0,0.006078020515173144,0.0033992560750450984,0.00847107465295549
161,47,1,3,False,True,nonlast_in_prefix,entity,"""After",After,"""Is","The sentence ending ""After leaving Raw he returned to SmackDown and briefly appeared on Sm"" is mid-sentence describing his WWE television appearances and career status, likely continuing with a specific event or show outcome involving WWE Raw or his contract.",,False,163,422,False,186,7,His|M3|One|DC-3|Survived|But|Muslim,0.8929812449451633,0.8946526134135075,0.8957278537306307,0.8930630173955346,8,0.0,0.125,-0.0016713684683442587,-0.002746608785467397,0.002746608785467397
162,47,2,3,True,True,positive_control_last,entity,"""Sm""",Sm,"""Mayor""","Final token ""Sm"" is a truncated word mid-sentence (""left Sm""), part of a list of TV appearances (""During his time on Raw he also appeared on SmackDown and later on Sm...""), strongly expecting ""ackdown"" or ""ackdown and his career, where he faced financial difficulties.""",,False,424,693,False,187,7,-1|Hawaiian|Divine|Haitian|Time|My|Kennedy,0.8929812449451633,0.8800181150360447,0.8855819051264777,0.8717366774317405,1,1.0,1.0,0.012963129909118631,0.0073993398186855686,0.02124456751342274
163,48,0,4,False,False,nonlast_not_in_prefix,entity,Wikipedia,Wikipedia,Test,"Structured Wikipedia article format with a definition and image description pattern, establishing a formal Indian landmark entry about the Gateway of India.",,False,0,156,False,193,7,Her|Additionally|AI|1640's|Samian|Two|1930s,0.8996911309373561,0.89346456193009,0.897206235763033,0.8907922941553422,1,1.0,1.0,0.006226569007266036,0.002484895174323043,0.008898836782013864
164,48,1,4,False,False,nonlast_not_in_prefix,entity,"""Haji",Haji,"""SmackDown","The phrase ""Haji Ali Mosque is an Indian Muslim pilgrimage site located in Mumbai, India.",,False,158,247,False,194,7,Stromeyer|Several|First|As|Biden|EMI|Tyrannosaurus,0.8996911309373561,0.9013282328786918,0.9039207783937852,0.8993901982068312,7,0.0,0.14285714285714285,-0.0016371019413357057,-0.004229647456429064,0.004530580186953959
165,48,2,4,False,True,nonlast_in_prefix,entity,Elephanta,Elephanta,Glasgow,"The structure is a historic island mosque known as Elephanta Caves in"" strongly implies a location name or geographic context follows, likely Mumbai's Thane district.",,False,248,414,False,194,7,Critical|F28|Aviation|Royal|John|US|Darren,0.8996911309373561,0.896521302568484,0.8972620371615665,0.8960463979306729,1,1.0,1.0,0.0031698283688721407,0.0024290937757895925,0.0036447330066832206
166,48,3,4,True,True,positive_control_last,entity,Elephanta,Elephanta,United,"Final token ""in"" ends an incomplete prepositional phrase (""a historic island called Elephanta Caves in""), part of a definition clause describing the location's attributes, expecting ""Mumbai, India"" or ""the Thane district of India"" or ""the Indian state of Mumbai.""",,False,416,679,False,194,7,They|Florida|Having|Time|Jewish|Similarly|Spanish,0.8996911309373561,0.8954970379518375,0.8973483575777826,0.8930152961534463,1,1.0,1.0,0.004194092985518538,0.002342773359573447,0.006675834783909762
167,49,0,3,False,False,nonlast_not_in_prefix,entity,TV,TV,The,"Wiki article format with structured metadata fields followed by a film description, establishing a standard pattern of TV show details about a fictional detective series.",,False,0,170,False,193,7,Native|Raphael|Saul|Mike|Wikipedia|Meteorological|Palestinian,0.8391334933586021,0.8381027763690703,0.8390569121854234,0.8368467279637464,1,1.0,1.0,0.0010307169895318324,7.658117317865809e-05,0.0022867653948557276
168,49,1,3,False,True,nonlast_in_prefix,entity,"""The",The,"""Eagle","The phrase ""The novel 'The X Files' is a fictional American television series about FBI agents Fox Mulder and Dana Scully who"" is a classic definition clause, strongly implying the famous crime-solving duo's plot context about paranormal investigations.",,False,172,425,False,193,7,Darkwolf|One|Properties|Singaporean|Wings|Temblble|Che,0.8391334933586021,0.8376267441311835,0.840387362019625,0.8357855959904266,2,0.0,0.5,0.0015067492274185579,-0.00125386866102295,0.004601766029198484
169,49,2,3,True,True,positive_control_last,entity,FBI,FBI,Texas,"Final token ""who"" ends an incomplete clause (""two FBI agents Fox Mulder and Dana Scully who""), part of a definition/description sentence structure, immediately expecting a verb phrase like ""investigate mysterious cases"" or ""are partners in investigating paranormal phenomena"" or ""work together to solve mysteries.""",,False,427,741,False,192,7,Che|DAG|NBC|When|Imagine|Aviation|Temblble,0.8391334933586021,0.8380193120186632,0.8388950602108127,0.8373334315313623,1,1.0,1.0,0.0011141813399389022,0.0002384331477893742,0.0018000618272397961
170,50,0,3,False,True,nonlast_in_prefix,entity,Spanish,Spanish,China,"Literary work format with translated quotes from a Spanish novel, listing titles in a structured catalog pattern with cultural references to death and time.",,False,0,156,False,190,7,Red|Background|My|Kennedy|John|Darkwolf|Found,0.8940764736951006,0.8917925350443195,0.8928255031318354,0.8895529992254907,1,1.0,1.0,0.0022839386507810255,0.0012509705632651746,0.004523474469609878
171,50,1,3,False,False,nonlast_not_in_prefix,entity,"""Another",Another,"""Black","The phrase ""Another novel: In the Time of the Butterflies"" mirrors a well-known literary title (""Love in Time""), suggesting a second famous novel title from the same cultural context, likely a famous work about love or hardship.",,False,158,386,False,191,7,mid-1810s|Corps|When|Aviation|Wikipedia|Artificial|12th,0.8940764736951006,0.8925179813562399,0.8944758771177411,0.8900219198779695,3,0.0,0.3333333333333333,0.0015584923388606287,-0.00039940342264055406,0.0044539572397716
172,50,2,3,True,True,positive_control_last,entity,"""Time""",Time,"""Westminster""","Final token ""Time"" ends mid-title (""In Love in Time""), part of a quoted list of literary titles (""Love in the Time of...""), strongly expecting ""of Illness"" or ""of Love"" to complete the famous novel title ""Love in the Time of Cholera,"" continuing the comma-separated list.",,False,388,659,False,191,7,Latin|Plot|Global|Singaporean|mid-1810s|As|Carangoides,0.8940764736951006,0.8143699664658319,0.8404716990962046,0.7559046742475201,1,1.0,1.0,0.07970650722926864,0.05360477459889601,0.1381717994475805
174,51,1,4,False,True,nonlast_in_prefix,entity,"""Meteorological""",Meteorological,"""Spirit""","The phrase ""Meteorological"" signals the next section header, likely listing meteorological details or historical data fields, completing a standard Wikipedia template pattern about the storm's characteristics and track.",,False,136,355,False,196,7,Over|NES|Time|Royal|Tomorrowland|UK|Another,0.8991241584243834,0.8992141449539857,0.899625073833791,0.8986258670270294,5,0.0,0.2,-8.99865296022373e-05,-0.0005009154094075541,0.0009992068067615767
175,51,2,4,False,True,nonlast_in_prefix,entity,"""Meteorological""",Meteorological,"""Raw""","Final token ""Meteorological"" is mid-section header (""Meteorological""), part of a numbered list (""Meteorological""), immediately expecting a noun like ""history"" or ""parameters"" or ""track"" or ""statistics"" or ""development"" describing the storm's meteorological attributes and data.",,False,357,634,False,196,7,Known|Is|Latin|Destiny|Bal|Song|French,0.8991241584243834,0.8767908488169022,0.8863435897254491,0.8634409280444623,1,1.0,1.0,0.022333309607481255,0.012780568698934291,0.03568323037992116
177,52,0,3,False,True,nonlast_in_prefix,entity,Korean,Korean,US,"Historical military article detailing a Korean Army unit's formation and evolution, structured with numbered sections listing unit history and equipment.",,False,0,153,False,190,7,EMI|CD|2D|Aviation|Ou|Put|1990s,0.8549496520398193,0.8524672879175235,0.8536389756550741,0.8505056930773053,1,1.0,1.0,0.002482364122295855,0.0013106763847452463,0.0044439589625140385
178,52,1,3,False,False,nonlast_not_in_prefix,entity,1st,1st,3st,"The paragraph ""During its early formation the 1st Special Unit was organized as the 1st Korean Security Unit"" mirrors the pattern of describing unit history and structure, now expected to continue listing subunits or organizational details about the unit's initial formation and designation.",,False,155,446,False,191,7,Elephanta|1960's|After|Av|His|Che|Charles,0.8549496520398193,0.8548835052392506,0.8555435340674169,0.8532519914863865,6,0.0,0.16666666666666666,6.614680056871158e-05,-0.0005938820275975809,0.0022915425810303702
179,52,2,3,True,False,positive_control_last,detail,1935,1935,1942,"Final token ""Unit"" ends mid-sentence (""In 1935 The 1st Unit""), part of a numbered sequence describing the unit's initial composition, strongly expecting ""was assigned"" or ""had three subordinate units"" or ""became a military organization with the following equipment.""",,False,448,714,False,,7,1936|1942|1948|3870|5805|2035|1934,0.8549496520398193,0.8550600151155161,0.8563344946414331,0.853523196080488,4,0.0,0.25,-0.00011036307569678439,-0.001384842601613756,0.002811298560945086
180,53,0,3,False,True,nonlast_in_prefix,entity,US,US,Anna,"Wikipedia article format with structured infobox and description of a US county road, listing a specific named city in Michigan.",,False,0,128,False,195,7,Russian|Biden|Tomorrowland|M3|Florida|Bulleted|Time,0.9140736077258252,0.9135654685078979,0.9143546234936103,0.9125993700475152,2,0.0,0.5,0.0005081392179273614,-0.00028101576778505333,0.001755253446095062
