row,stim_idx,claim,word_orig,word_corrupt,context_left_64,token_str,context_right_16,d_own,d_pos2,d_foreign,d_noinj,label_supported
159,46,"Final token ""pioneer"" ends mid-phrase (""a American pioneer""), part of a parenthetical attribution clause (""her husband was a Scottish immigrant pioneer""), strongly expecting continuation like ""farmer"" or ""and businessman"" or ""of Honolulu"" or ""who converted to Mormonism.""","Mormonism.""","Islam"".","-@ born combatants who fought in the American Civil War while the Kingdom of Hawaiʻi was still an independent nation . 
 Born and raised in Hilo , Hawaiʻi , he was the eldest son of Kinoʻoleoliliha , a Hawaiian high chiefess , and Benjamin Pitman , an American", pioneer, settler from Massachusetts . Through his father 's business success in the whaling,9.327924728393556,1.8812217712402344,-2.536823272705078,-3.2577056884765625,
171,50,"The phrase ""Another novel: In the Time of the Butterflies"" mirrors a well-known literary title (""Love in Time""), suggesting a second famous novel title from the same cultural context, likely a famous work about love or hardship.","(""Love","(""War"," Libertador , García Márquez depicts a pathetic protagonist , a prematurely aged man who is physically ill and mentally exhausted . The story explores the labyrinth of Bolívar 's life through the narrative of his memories . 
 Following the success of others of his works such as One Hundred Years of Solitude and Love in the", Time," of Cholera , García Márquez decided to write about the "" Great",5.0625,-4.062498092651367,-3.4375,-4.6875,
181,53,"The phrase ""The city of Muskegon Township is a small industrial city located in the western part of the Lower Peninsula, part of the Grand Rapids metropolitan area of the"" mirrors a geographic description, suggesting continuation of the historical context about Michigan's western region.",western,eastern," = M @-@ 47 ( Michigan highway ) = 
 
 M @-@ 47 is a north – south state trunkline highway in the US state of Michigan . It runs near Saginaw and Midland in the Tri @-@ Cities area of", the, Lower Peninsula . The highway runs through suburban and agricultural areas to connect the two cities,3.25,-0.78125,-0.375,1.953125,
238,69,"Final token "" .",.,!," Mingrelian language uses 36 , 33 of which are current Georgian letters , one obsolete Georgian letter , and two additional letters specific to Mingrelian and Svan . That same obsolete letter , plus a letter borrowed from Greek ( making 35 letters total ) , are used in writing the Laz language", .," The fourth Kartvelian language , Svan , is not commonly written , but",13.968749523162842,3.1875,0.44140625,2.03125,
260,74,"Final token ""with"" ends an incomplete phrase (""met with""), part of a reception clause listing accolades (""The album received mixed reviews that met with""), strongly expecting a noun like ""positive critical acclaim"" or ""wide critical praise"" or ""a generally favorable reception and commercial success.""","""positive","""negative","len , the album generated two charting singles in the UK , "" Space Walk "" and "" Nice Weather for Ducks "" ; the latter has often been called the album 's stand @-@ out track . The album , which is built around a mix of organic instrumentation and idiosyncratic samples , was met", with," largely positive reviews by music critics , although it was somewhat critiqued due to",12.562499821186066,0.75,-2.0625,-0.59375,
261,75,"Trilingual (English/Creole) language format with a search result or dictionary entry structure, presenting a Haitian phrase about earthquake.",Haitian,Japanese," = 2010 Haiti earthquake = 
 
 The 2010 Haiti earthquake ( French : Séisme de 2010 à Haïti ; Haitian Creole : Tran",ble,manntè 12 janvye 2010 nan pe,13.34374737739563,-0.9687566757202148,-4.937774658203125,-5.998138427734375,
278,80,"Final token ""Av"" is a truncated word mid-sentence (""in the village of Av""), part of a specific example list item describing a location (""During the siege of Av...""), strongly expecting completion like ""ignon"" or ""ille,"" or ""Armentières,"" or ""two neighboring areas.""","""Armentières,""","""Zimbabwe,"""," subject to feudalism under the monarchical Ancien Régime . 
 
 = = Rebellion in Southern France = = 
 
 In July 1793 Captain Napoleon Bonaparte , an artillery officer , was placed under the command of Jean @-@ Baptiste Carteaux to deal with rebels from Marseille situated in", Av,"ignon , where army munitions required by the French Army of Italy were being stored",6.2782135009765625,-1.26141357421875,-13.230758666992188,-16.737499237060547,
280,81,"The phrase ""The title 'BMW M3 2005' is a truncated version of the model name, with the text listing 'all except the X @Y' suggesting a parenthetical technical specification about the 'X' series.""",@Y',@Z'," JK has been completed and significant production for both Israeli and foreign customers is under way . 
 
 = = Storm I = = 
 
 The M @-@ 240 Storm MultiMission Vehicle is the first of three Storm generations . A variant of the 1991 Jeep Wrangler YJ and the older CJ", @,"-@ 6 / CJ @-@ 8 wheelbase , it is",2.437716007232666,0.5821723937988281,-1.4658679962158203,0.4625072479248047,
312,90,"Final token ""such"" ends an incomplete noun phrase (""15 such""), part of a clause listing discovered temporary satellites (""At least 15 such objects...""), expecting ""companions have been recorded"" or ""objects have been identified as temporary satellites.""",temporary,permanent," be unlikely ; due to their small masses relative to their large separations , such relationships among asteroids are very rare . Nevertheless , Ceres is able to capture other asteroids into temporary 1 : 1 resonant orbital relationships ( making them temporary trojans ) for periods up to 2 million years or more ; fifty", such," objects have been identified . 
 
 = = = Transits of planets from Ceres",9.687499523162842,0.8125,-3.41796875,-0.54296875,
344,99,"Wiki-style fan fiction article listing comedic moments from a television show, with numbered entries detailing character behavior and dialogue.",comedic,tragic," set in the current year . In several episodes , events have been linked to specific times , though sometimes this timeline has been contradicted in subsequent episodes . Maggie is the youngest child of Marge and Homer , and sister to Bart and Lisa . When Marge became pregnant with Bart , she and Homer got married at a chapel", in," Las Vegas . To support his impending family , Homer all but demanded a job at",6.4999998807907104,8.265625953674316,1.0078125,0.625,
354,102,"The sentence structure ""Some studies have shown that the city of Los Angeles is one of the dirtiest in the US...",dirtiest,cleanest," other nations how to drill for oil . 
 The complex of refining and chemical companies is called Chemical Valley and located south of downtown Sarnia . The city has the highest level of particulates air pollution of any Canadian city because of its reliance on the petrochemical industry . About 60 percent of the particulate", matter," , however , comes from the neighboring United States . Lake Huron is cooler than",-2.5020177364349365,-2.772918701171875,-0.2025918960571289,-1.1453170776367188,
382,111,"Wikipedia football club article format with a template structure (""Seasons""), implying a football club's history and founding details.",football,basketball," = 2013 – 14 York City F.C. season = 
 
 The 2013 – 14 season was", the, 92nd season of competitive association football and 77th season in,9.562500298023224,10.749999731779099,-1.08203125,1.9375,
406,118,"Final token ""he"" is mid-clause (""During this time, he""), continuing a specific event clause describing Muhammad's personal spiritual journey (""While in India, he...""), expecting a verb phrase like ""meets and learns the teachings of"" or ""becomes disillusioned with his own name"" or similar.","India,","Antarctica,"," imam of the area 's mosque . Displeased with the mixture of Islam and animistic Javanese mysticism , which leads to poor Javanese spending exorbitant amounts of money on religious ceremonies , Darwis decides to go on the hajj to Mecca in Saudi Arabia . While there ,", he, studies what he considers the true form of Islam over a period of five years .,17.968753814697266,3.7753734588623047,-1.579401969909668,4.135711669921875,
431,126,"Final token ""scoreless"" ends mid-clause (""held the Red Sox scoreless""), part of a list of specific game events (""The Indians pitchers shut the Red Sox out, holding them scoreless""), strongly expecting continuation like ""for the final five innings"" or ""in the last four innings"" or ""on errors.""","scoreless""),","scoreboardless""),"," season , played between the Chicago Cubs and San Francisco Giants to determine the winner of the National League ( NL ) wild card . The game took place at Wrigley Field in Chicago , on September 28 , 1998 . The Cubs won the game 5 – 3 , holding the Giants score",less, for the majority of the game until the Giants threatened heavily in the ninth inning and,16.66938723064959,14.934406280517578,13.210975646972656,14.212249755859377,
471,138,"Final token "" )"" closes a parenthetical date expression mid-sentence (""Winston Churchill ( November 2 , 1885 – January 24 , 1965 )""), strongly expecting ""was an American politician"" or ""is a famous German.""",American,Australian," = Laurence Olivier = 
 
 Laurence Kerr Olivier , Baron Olivier , OM ( / ˈlɒrəns kɜːr ɒˈlɪvieɪ / ; 22 May 1907 – 11 July 1989", )," was an English actor who , along with his contemporaries Ralph Richardson and John G",9.49999988079071,1.46875,-1.5625,2.1875,
473,139,"The phrase ""Another theory suggests that Tyrannosaurus was a faster runner than previously thought, including Nip"" suggests a specific named fossil genus or term from another dinosaur language, likely a Japanese or obscure term related to the specimen's characteristics.",Japanese,French," million years ago . It lived in what is now North America . Its name means "" helmet lizard "" , derived from Greek κόρυς . It was named and described in 1914 by Barnum Brown . Corythosaurus is now thought to be a lambeosaurine , related to N",ip,"ponosaurus , Velafrons , Hypacrosaurus , and O",9.09375,-1.046875,0.125,3.25,
495,146,"Wiki article format with numbered list detailing a fictional character's attributes and appearances, listing achievements and media appearances for a fictional Pokémon character named Pikachu.",Pikachu.,Charmander.," public knowledge of the animal , which allowed the writers to make things up about the species . Critical reception for the character from both professionals and fans have been considerably positive . Merchandising of the character include plush toys , t @-@ shirts , wooden toys , glasses , and coloring books , along with appearances in literature and", a," 2009 video game for the Nintendo DS . 
 
 = = Role",5.039250373840332,5.451057434082031,9.298036575317383,2.776697158813477,
511,151,"British football article format with Wikipedia-style statistics listing, detailing a player's career progression and managerial career.",managerial,culinary, making his first team debut in a Second Division match in 1996 . Having scored 19 goals for York in the 1998 – 99 season he signed for Premier League team Sheffield Wednesday in 1999 . After their relegation the following year he joined Leicester City of, the," Premier League , but was loaned to First Division side Preston North End in ",12.81249976158142,12.230469226837158,1.0322265625,0.9375,
520,153,"Final token ""in"" ends an incomplete clause (""She took over the lease of the grocery store business in""), directly continuing the property transfer narrative about Anna's acquisition of the landlord's business, expecting ""1825"" or ""the house and then sold it to her"" or similar.","""1825""","""1925"""," age of 26 , with her three children to Stümpe dying as infants . About 1830 Friedrich Wilhelm Busch , the illegitimate son of a farmer , settled in Wiedensahl after completing a business apprenticeship in the nearby village of Loccum . He took over the Kleine shop", in," Wiedensahl , which he completely modernised . 
 
 = = Life =",9.684635162353516,6.648029327392578,-1.8603172302246094,-1.9216537475585935,
526,155,"The sentence ending ""The Tigers took a 14-0 lead early in the fourth quarter, but Ohio State fumbled on their first possession"" continues a sequence of turnovers and scoring plays, detailing a specific defensive blunder.",defensive,offensive," lead by halftime . In the third quarter , the game turned into a defensive battle . Neither side scored until late in the third quarter , when Tech took advantage of a State fumble to score the first touchdown of the second half . Tech failed to convert a two @-@ point conversion , but NC State fumbled again", on," the ensuing possession , and Tech was able to drive for another touchdown . Leading ",2.25,0.1875,0.765625,-1.578125,
532,157,"The sentence structure ""The singer's vocal style was compared to Madonna's, with her debut single receiving positive reviews"" suggests a list of musical influences or comparisons, specifically a celebrity comparison or vocal characteristics like Madonna or other pop icons.",Madonna,Eminem," by the group . Roberts also claimed the track had defined her musical style . 
 "" Yo @-@ Yo "" is a 1950s @-@ themed electropop and synthpop song in which Roberts sings about an undecided lover . The song received positive reviews from critics , who compared Roberts ' vocals", to," those of singer Kate Bush . Commercially , it was a failure , charting",11.173090934753418,5.750226020812988,4.008993148803711,2.044790267944336,
534,158,"Historical military encyclopedia article format with detailed narrative describing a British battleship, incorporating quoted historical accounts about the Mediterranean's strategic importance.",British,French," 1915 . However , Allied control of the Strait of Otranto meant that the Austro @-@ Hungarian Navy was , for all intents and purposes , effectively bottled up in the Adriatic . Nonetheless , the presence of the Zrínyi and other battleships tied down a substantial force of Allied", ships," . 
 With the war going against the Austrians by the end of 1",9.250000327825546,5.9999998807907104,6.21875,0.1875,
544,161,"Scientific article format with taxonomic description listing dinosaur species names and historical attribution, mixing paleontological evidence and naming conventions.",paleontological,culinary," dubious name "" , based on a specimen too incomplete to compare to other specimens or to classify ) . In an attempt to fix this situation , Gregory S. Paul and Kenneth Carpenter ( 2010 ) submitted a petition to the ICZN to have the name A. fragillis officially transferred to the more complete specimen", US,NM4734 ( as a neotype ) . This request is currently,8.115479350090027,11.748036742210388,-5.740924835205078,-5.635340690612793,
559,165,"Final token ""defended"" ends an incomplete clause (""where the team had successfully defended""), part of a list of accomplishments (""when the team also when Korea had successfully defended their World Championship title...""), expecting ""their gold medal"" or ""their previous championship title"" or ""their championship points.""",successfully,unsuccessfully," 
 Del Toso made her debut with the Australia women 's national wheelchair basketball team , known as the Gliders , at the 2009 Osaka Cup in Japan . Since winning a silver medal in London , she has participated in the 2013 Osaka Cup in Japan , where the Gliders successfully", defended," the title they had won in 2008 , 200",7.156249523162842,-2.71875,5.671875,2.6953125,
