pilot_id,claim_id,proposition,av_spans,type,subtype,truth,prefix_evidence,rationale,review_flag,prefix_text,explanation
0,0,The passage has a wiki/encyclopedia format.,"[{""sentence_id"": 0, ""start"": 0, ""end"": 24, ""text"": ""Wiki encyclopedia format""}]",theme,format,true,"[{""start"": 0, ""end"": 76, ""text"": ""The vesper sparrow (Pooecetes gramineus) is a medium-sized American sparrow.""}]",prefix: An expository species entry reasonably supports this format.; AV: The passage has a wiki/encyclopedia format.,False,"The vesper sparrow (Pooecetes gramineus) is a medium-sized American sparrow. It is the only member of the genus Pooecetes. Adults have light brown upperparts and light underparts, both with darker streaking. They have a white eye ring and a long dark brown tail which shows white outer feathers in flight. Their breeding habitat is open grassy areas across most of North America. The nest is an open cup on the ground under a clump of grass. These birds migrate to the southern and central United States and Mexico. These birds forage on the ground, mainly eating insects and seeds. Outside the nesting season they often feed in small flocks. The male sings from a higher perch, such as a shrub or fencepost, which indicates his ownership of the nesting territory. The musical song begins with two pairs of repeated whistled notes and ends in a series of trills, somewhat similar to that of the song sparrow. This bird's numbers are declining in the eastern parts of its range due to habitat loss","Wiki encyclopedia format with scientific species description, listing bird characteristics and behavior details about the Eastern Towhee.

The phrase ""Its population has declined since the 1970s, partly because of habitat loss"" suggests a concluding clause about historical decline reasons, implying a common environmental context or source, likely ""and agricultural development"" or ""due to forest clearing.""

Final token ""loss"" ends an incomplete phrase (""due to habitat loss due to habitat loss""), part of a parenthetical clause (""decline has been slowed due to habitat loss due to habitat loss""), strongly expecting continuation like ""and other factors"" or ""and the disappearance of winter habitat"" or ""and."""
0,1,The passage is a scientific species description.,"[{""sentence_id"": 0, ""start"": 30, ""end"": 60, ""text"": ""scientific species description""}]",theme,topic,true,"[{""start"": 77, ""end"": 122, ""text"": ""It is the only member of the genus Pooecetes.""}]",prefix: Species identification and genus information support this topic.; AV: The passage is a scientific species description.,False,"The vesper sparrow (Pooecetes gramineus) is a medium-sized American sparrow. It is the only member of the genus Pooecetes. Adults have light brown upperparts and light underparts, both with darker streaking. They have a white eye ring and a long dark brown tail which shows white outer feathers in flight. Their breeding habitat is open grassy areas across most of North America. The nest is an open cup on the ground under a clump of grass. These birds migrate to the southern and central United States and Mexico. These birds forage on the ground, mainly eating insects and seeds. Outside the nesting season they often feed in small flocks. The male sings from a higher perch, such as a shrub or fencepost, which indicates his ownership of the nesting territory. The musical song begins with two pairs of repeated whistled notes and ends in a series of trills, somewhat similar to that of the song sparrow. This bird's numbers are declining in the eastern parts of its range due to habitat loss","Wiki encyclopedia format with scientific species description, listing bird characteristics and behavior details about the Eastern Towhee.

The phrase ""Its population has declined since the 1970s, partly because of habitat loss"" suggests a concluding clause about historical decline reasons, implying a common environmental context or source, likely ""and agricultural development"" or ""due to forest clearing.""

Final token ""loss"" ends an incomplete phrase (""due to habitat loss due to habitat loss""), part of a parenthetical clause (""decline has been slowed due to habitat loss due to habitat loss""), strongly expecting continuation like ""and other factors"" or ""and the disappearance of winter habitat"" or ""and."""
0,2,The passage lists bird characteristics.,"[{""sentence_id"": 0, ""start"": 62, ""end"": 90, ""text"": ""listing bird characteristics""}]",theme,topic,true,"[{""start"": 123, ""end"": 207, ""text"": ""Adults have light brown upperparts and light underparts, both with darker streaking.""}]",prefix: Physical characteristics are listed.; AV: The passage lists bird characteristics.,False,"The vesper sparrow (Pooecetes gramineus) is a medium-sized American sparrow. It is the only member of the genus Pooecetes. Adults have light brown upperparts and light underparts, both with darker streaking. They have a white eye ring and a long dark brown tail which shows white outer feathers in flight. Their breeding habitat is open grassy areas across most of North America. The nest is an open cup on the ground under a clump of grass. These birds migrate to the southern and central United States and Mexico. These birds forage on the ground, mainly eating insects and seeds. Outside the nesting season they often feed in small flocks. The male sings from a higher perch, such as a shrub or fencepost, which indicates his ownership of the nesting territory. The musical song begins with two pairs of repeated whistled notes and ends in a series of trills, somewhat similar to that of the song sparrow. This bird's numbers are declining in the eastern parts of its range due to habitat loss","Wiki encyclopedia format with scientific species description, listing bird characteristics and behavior details about the Eastern Towhee.

The phrase ""Its population has declined since the 1970s, partly because of habitat loss"" suggests a concluding clause about historical decline reasons, implying a common environmental context or source, likely ""and agricultural development"" or ""due to forest clearing.""

Final token ""loss"" ends an incomplete phrase (""due to habitat loss due to habitat loss""), part of a parenthetical clause (""decline has been slowed due to habitat loss due to habitat loss""), strongly expecting continuation like ""and other factors"" or ""and the disappearance of winter habitat"" or ""and."""
0,3,The passage describes bird behavior.,"[{""sentence_id"": 0, ""start"": 95, ""end"": 111, ""text"": ""behavior details""}]",theme,topic,true,"[{""start"": 516, ""end"": 582, ""text"": ""These birds forage on the ground, mainly eating insects and seeds.""}]",prefix: Foraging behavior is described.; AV: The passage describes bird behavior.,False,"The vesper sparrow (Pooecetes gramineus) is a medium-sized American sparrow. It is the only member of the genus Pooecetes. Adults have light brown upperparts and light underparts, both with darker streaking. They have a white eye ring and a long dark brown tail which shows white outer feathers in flight. Their breeding habitat is open grassy areas across most of North America. The nest is an open cup on the ground under a clump of grass. These birds migrate to the southern and central United States and Mexico. These birds forage on the ground, mainly eating insects and seeds. Outside the nesting season they often feed in small flocks. The male sings from a higher perch, such as a shrub or fencepost, which indicates his ownership of the nesting territory. The musical song begins with two pairs of repeated whistled notes and ends in a series of trills, somewhat similar to that of the song sparrow. This bird's numbers are declining in the eastern parts of its range due to habitat loss","Wiki encyclopedia format with scientific species description, listing bird characteristics and behavior details about the Eastern Towhee.

The phrase ""Its population has declined since the 1970s, partly because of habitat loss"" suggests a concluding clause about historical decline reasons, implying a common environmental context or source, likely ""and agricultural development"" or ""due to forest clearing.""

Final token ""loss"" ends an incomplete phrase (""due to habitat loss due to habitat loss""), part of a parenthetical clause (""decline has been slowed due to habitat loss due to habitat loss""), strongly expecting continuation like ""and other factors"" or ""and the disappearance of winter habitat"" or ""and."""
0,4,The bird described is the Eastern Towhee.,"[{""sentence_id"": 0, ""start"": 112, ""end"": 136, ""text"": ""about the Eastern Towhee""}]",entity,identification,false,"[{""start"": 0, ""end"": 76, ""text"": ""The vesper sparrow (Pooecetes gramineus) is a medium-sized American sparrow.""}]","prefix: The filled subject role is the vesper sparrow, not Eastern Towhee.; AV: The bird described is the Eastern Towhee.",False,"The vesper sparrow (Pooecetes gramineus) is a medium-sized American sparrow. It is the only member of the genus Pooecetes. Adults have light brown upperparts and light underparts, both with darker streaking. They have a white eye ring and a long dark brown tail which shows white outer feathers in flight. Their breeding habitat is open grassy areas across most of North America. The nest is an open cup on the ground under a clump of grass. These birds migrate to the southern and central United States and Mexico. These birds forage on the ground, mainly eating insects and seeds. Outside the nesting season they often feed in small flocks. The male sings from a higher perch, such as a shrub or fencepost, which indicates his ownership of the nesting territory. The musical song begins with two pairs of repeated whistled notes and ends in a series of trills, somewhat similar to that of the song sparrow. This bird's numbers are declining in the eastern parts of its range due to habitat loss","Wiki encyclopedia format with scientific species description, listing bird characteristics and behavior details about the Eastern Towhee.

The phrase ""Its population has declined since the 1970s, partly because of habitat loss"" suggests a concluding clause about historical decline reasons, implying a common environmental context or source, likely ""and agricultural development"" or ""due to forest clearing.""

Final token ""loss"" ends an incomplete phrase (""due to habitat loss due to habitat loss""), part of a parenthetical clause (""decline has been slowed due to habitat loss due to habitat loss""), strongly expecting continuation like ""and other factors"" or ""and the disappearance of winter habitat"" or ""and."""
0,5,The Eastern Towhee population has declined.,"[{""sentence_id"": 1, ""start"": 151, ""end"": 178, ""text"": ""Its population has declined""}]",detail,event,unsupported,[],prefix: The population statement concerns the wrongly named bird; the prefix only describes vesper sparrows.; AV: The Eastern Towhee population has declined.,False,"The vesper sparrow (Pooecetes gramineus) is a medium-sized American sparrow. It is the only member of the genus Pooecetes. Adults have light brown upperparts and light underparts, both with darker streaking. They have a white eye ring and a long dark brown tail which shows white outer feathers in flight. Their breeding habitat is open grassy areas across most of North America. The nest is an open cup on the ground under a clump of grass. These birds migrate to the southern and central United States and Mexico. These birds forage on the ground, mainly eating insects and seeds. Outside the nesting season they often feed in small flocks. The male sings from a higher perch, such as a shrub or fencepost, which indicates his ownership of the nesting territory. The musical song begins with two pairs of repeated whistled notes and ends in a series of trills, somewhat similar to that of the song sparrow. This bird's numbers are declining in the eastern parts of its range due to habitat loss","Wiki encyclopedia format with scientific species description, listing bird characteristics and behavior details about the Eastern Towhee.

The phrase ""Its population has declined since the 1970s, partly because of habitat loss"" suggests a concluding clause about historical decline reasons, implying a common environmental context or source, likely ""and agricultural development"" or ""due to forest clearing.""

Final token ""loss"" ends an incomplete phrase (""due to habitat loss due to habitat loss""), part of a parenthetical clause (""decline has been slowed due to habitat loss due to habitat loss""), strongly expecting continuation like ""and other factors"" or ""and the disappearance of winter habitat"" or ""and."""
0,6,The Eastern Towhee population decline began in the 1970s.,"[{""sentence_id"": 1, ""start"": 151, ""end"": 194, ""text"": ""Its population has declined since the 1970s""}]",detail,date,unsupported,[],"prefix: No decade is given, and the AV subject is Eastern Towhee.; AV: The Eastern Towhee population decline began in the 1970s.",False,"The vesper sparrow (Pooecetes gramineus) is a medium-sized American sparrow. It is the only member of the genus Pooecetes. Adults have light brown upperparts and light underparts, both with darker streaking. They have a white eye ring and a long dark brown tail which shows white outer feathers in flight. Their breeding habitat is open grassy areas across most of North America. The nest is an open cup on the ground under a clump of grass. These birds migrate to the southern and central United States and Mexico. These birds forage on the ground, mainly eating insects and seeds. Outside the nesting season they often feed in small flocks. The male sings from a higher perch, such as a shrub or fencepost, which indicates his ownership of the nesting territory. The musical song begins with two pairs of repeated whistled notes and ends in a series of trills, somewhat similar to that of the song sparrow. This bird's numbers are declining in the eastern parts of its range due to habitat loss","Wiki encyclopedia format with scientific species description, listing bird characteristics and behavior details about the Eastern Towhee.

The phrase ""Its population has declined since the 1970s, partly because of habitat loss"" suggests a concluding clause about historical decline reasons, implying a common environmental context or source, likely ""and agricultural development"" or ""due to forest clearing.""

Final token ""loss"" ends an incomplete phrase (""due to habitat loss due to habitat loss""), part of a parenthetical clause (""decline has been slowed due to habitat loss due to habitat loss""), strongly expecting continuation like ""and other factors"" or ""and the disappearance of winter habitat"" or ""and."""
0,7,Habitat loss partly caused the Eastern Towhee population decline.,"[{""sentence_id"": 1, ""start"": 196, ""end"": 226, ""text"": ""partly because of habitat loss""}, {""sentence_id"": 2, ""start"": 457, ""end"": 476, ""text"": ""due to habitat loss""}, {""sentence_id"": 2, ""start"": 477, ""end"": 496, ""text"": ""due to habitat loss""}, {""sentence_id"": 2, ""start"": 557, ""end"": 576, ""text"": ""due to habitat loss""}, {""sentence_id"": 2, ""start"": 577, ""end"": 596, ""text"": ""due to habitat loss""}]",detail,cause,unsupported,[],"prefix: Habitat loss is linked to vesper sparrows, not the AV-named Eastern Towhee.; AV: Habitat loss partly caused the Eastern Towhee population decline.",False,"The vesper sparrow (Pooecetes gramineus) is a medium-sized American sparrow. It is the only member of the genus Pooecetes. Adults have light brown upperparts and light underparts, both with darker streaking. They have a white eye ring and a long dark brown tail which shows white outer feathers in flight. Their breeding habitat is open grassy areas across most of North America. The nest is an open cup on the ground under a clump of grass. These birds migrate to the southern and central United States and Mexico. These birds forage on the ground, mainly eating insects and seeds. Outside the nesting season they often feed in small flocks. The male sings from a higher perch, such as a shrub or fencepost, which indicates his ownership of the nesting territory. The musical song begins with two pairs of repeated whistled notes and ends in a series of trills, somewhat similar to that of the song sparrow. This bird's numbers are declining in the eastern parts of its range due to habitat loss","Wiki encyclopedia format with scientific species description, listing bird characteristics and behavior details about the Eastern Towhee.

The phrase ""Its population has declined since the 1970s, partly because of habitat loss"" suggests a concluding clause about historical decline reasons, implying a common environmental context or source, likely ""and agricultural development"" or ""due to forest clearing.""

Final token ""loss"" ends an incomplete phrase (""due to habitat loss due to habitat loss""), part of a parenthetical clause (""decline has been slowed due to habitat loss due to habitat loss""), strongly expecting continuation like ""and other factors"" or ""and the disappearance of winter habitat"" or ""and."""
0,8,The concluding clause concerns reasons for historical population decline.,"[{""sentence_id"": 1, ""start"": 237, ""end"": 289, ""text"": ""a concluding clause about historical decline reasons""}]",detail,local_text,true,"[{""start"": 909, ""end"": 996, ""text"": ""This bird's numbers are declining in the eastern parts of its range due to habitat loss""}]",prefix: The final clause gives habitat loss as the reason for declining numbers.; AV: The concluding clause concerns reasons for historical population decline.,False,"The vesper sparrow (Pooecetes gramineus) is a medium-sized American sparrow. It is the only member of the genus Pooecetes. Adults have light brown upperparts and light underparts, both with darker streaking. They have a white eye ring and a long dark brown tail which shows white outer feathers in flight. Their breeding habitat is open grassy areas across most of North America. The nest is an open cup on the ground under a clump of grass. These birds migrate to the southern and central United States and Mexico. These birds forage on the ground, mainly eating insects and seeds. Outside the nesting season they often feed in small flocks. The male sings from a higher perch, such as a shrub or fencepost, which indicates his ownership of the nesting territory. The musical song begins with two pairs of repeated whistled notes and ends in a series of trills, somewhat similar to that of the song sparrow. This bird's numbers are declining in the eastern parts of its range due to habitat loss","Wiki encyclopedia format with scientific species description, listing bird characteristics and behavior details about the Eastern Towhee.

The phrase ""Its population has declined since the 1970s, partly because of habitat loss"" suggests a concluding clause about historical decline reasons, implying a common environmental context or source, likely ""and agricultural development"" or ""due to forest clearing.""

Final token ""loss"" ends an incomplete phrase (""due to habitat loss due to habitat loss""), part of a parenthetical clause (""decline has been slowed due to habitat loss due to habitat loss""), strongly expecting continuation like ""and other factors"" or ""and the disappearance of winter habitat"" or ""and."""
0,9,The passage implies a common environmental context or source.,"[{""sentence_id"": 1, ""start"": 291, ""end"": 340, ""text"": ""implying a common environmental context or source""}]",theme,topic,unsupported,[],prefix: The disjunction is vague; an environmental subject is apparent but a common context/source is not established.; AV: The passage implies a common environmental context or source.,True,"The vesper sparrow (Pooecetes gramineus) is a medium-sized American sparrow. It is the only member of the genus Pooecetes. Adults have light brown upperparts and light underparts, both with darker streaking. They have a white eye ring and a long dark brown tail which shows white outer feathers in flight. Their breeding habitat is open grassy areas across most of North America. The nest is an open cup on the ground under a clump of grass. These birds migrate to the southern and central United States and Mexico. These birds forage on the ground, mainly eating insects and seeds. Outside the nesting season they often feed in small flocks. The male sings from a higher perch, such as a shrub or fencepost, which indicates his ownership of the nesting territory. The musical song begins with two pairs of repeated whistled notes and ends in a series of trills, somewhat similar to that of the song sparrow. This bird's numbers are declining in the eastern parts of its range due to habitat loss","Wiki encyclopedia format with scientific species description, listing bird characteristics and behavior details about the Eastern Towhee.

The phrase ""Its population has declined since the 1970s, partly because of habitat loss"" suggests a concluding clause about historical decline reasons, implying a common environmental context or source, likely ""and agricultural development"" or ""due to forest clearing.""

Final token ""loss"" ends an incomplete phrase (""due to habitat loss due to habitat loss""), part of a parenthetical clause (""decline has been slowed due to habitat loss due to habitat loss""), strongly expecting continuation like ""and other factors"" or ""and the disappearance of winter habitat"" or ""and."""
